ts	imei	mwra	c.katana	c.android.gm	c.dogalize	c.android.chrome	c.android.youtube	c.raider	c.android.vending	c.UCMobile.x86	c.updateassist	c.UCMobile.intl
2018-05-05 10:25:00	8630330696303482410	1.00000	9.43447	13.20740	11.86069	7.91706	10.62958	0.00145	51.96415	66.12902	98.07526	74.64319
2018-05-05 10:26:00	863033069630348024	1.00000	10.48781	11.50357	7.85315	11.17731	15.23042	0.00363	48.79113	56.83227	22.01740	78.21364
2018-05-05 10:27:00	3590433799317661859	0.00000	13.30520	8.44481	10.93812	8.86705	8.46767	0.05879	24.24512	61.08074	48.99804	7.58311
2018-05-05 10:28:00	8630330696303481768	0.00000	16.26400	10.56590	15.70953	13.62241	7.90406	1.13123	46.80685	52.59104	60.28529	17.01552
2018-05-05 10:29:00	863033069630348651	1.00000	7.98627	13.64643	15.85331	10.85082	13.80567	0.00037	35.27952	39.49302	92.52194	33.41308
2018-05-05 10:30:00	8630330696303481065	1.00000	6.16345	12.67266	10.48739	11.88919	14.65278	0.00030	55.63450	40.40852	79.51049	22.28238
2018-05-05 10:31:00	8630330696303481073	1.00000	8.89187	8.83140	10.02154	11.58490	12.50504	0.00088	29.41061	51.73387	15.49185	30.14576
2018-05-05 10:32:00	8630330696303482378	1.00000	11.14876	10.91305	12.23453	10.78327	14.25512	0.00702	50.48496	39.38983	40.61941	6.71256
2018-05-05 10:33:00	3590433799317661941	1.00000	14.57993	8.05929	12.60919	10.18247	12.37406	0.21012	42.13636	60.11532	69.69442	22.96317
2018-05-05 10:34:00	863033069630348495	1.00000	8.75255	11.73300	9.79858	11.47004	13.36343	0.00076	69.29088	35.67104	58.19548	96.23615
2018-05-05 10:35:00	8630330696303482154	1.00000	8.48421	10.67321	11.48407	12.52497	11.99852	0.00066	34.69887	55.63764	42.05187	66.18504
2018-05-05 10:36:00	863033069630348487	0.00000	13.19363	7.52634	13.17971	9.53928	11.30484	0.05261	49.64906	38.92115	48.95259	41.76440
2018-05-05 10:37:00	863033069630348727	0.00000	13.29562	8.70862	10.01656	8.49615	8.79569	0.05832	56.76918	43.94731	56.56883	90.08718
2018-05-05 10:38:00	359043379931766221	0.00000	14.42671	11.67708	13.36604	6.92821	10.01593	0.18027	23.55887	33.76373	15.57569	64.89216
2018-05-05 10:39:00	359043379931766981	1.00000	11.26952	10.25096	9.46136	13.24736	12.71402	0.00782	64.49086	64.88612	42.77635	47.27922
2018-05-05 10:40:00	359043379931766189	0.00000	12.54987	12.35978	15.09432	8.57250	8.84345	0.02766	30.87999	55.30964	28.15637	57.64672
2018-05-05 10:41:00	8630330696303481701	0.00000	14.01975	7.73364	13.98484	9.89342	8.23949	0.11997	49.00958	53.71167	3.18556	25.60748
2018-05-05 10:42:00	8630330696303481701	1.00000	12.25278	13.05463	14.19007	11.90490	14.32410	0.02077	49.65996	51.22948	88.95045	15.43915
2018-05-05 10:43:00	863033069630348123	1.00000	8.58909	18.38321	8.69122	6.66879	18.35608	0.00069	55.98811	70.14429	65.45344	75.24401
2018-05-05 10:44:00	8630330696303481909	0.00000	14.57305	8.30816	10.03418	10.07588	7.76626	0.20868	39.51511	49.56714	7.38844	97.13634
2018-05-05 10:45:00	8630330696303481479	0.00000	8.40925	11.47215	12.24482	8.02679	16.63145	0.00056	56.30586	33.77293	99.86445	74.19675
2018-05-05 10:46:00	3590433799317661271	1.00000	8.77356	12.92740	12.96052	8.27983	15.38875	0.00074	47.55986	55.33453	47.24053	82.69370
2018-05-05 10:47:00	863033069630348487	1.00000	10.21783	12.12601	12.67930	10.61886	13.38047	0.00282	50.25944	56.67066	72.50660	17.65850
2018-05-05 10:48:00	3590433799317661685	0.00000	12.88176	7.64566	15.72942	15.58888	11.48707	0.03854	43.07483	45.38452	44.10351	82.71371
2018-05-05 10:49:00	863033069630348024	1.00000	13.10302	12.91146	12.03681	8.47706	15.35727	0.04802	49.27226	50.72602	32.66064	11.30909
2018-05-05 10:50:00	8630330696303481008	0.00000	11.65131	12.43016	15.50945	8.38401	6.18160	0.01138	57.13116	77.68271	1.99033	24.55999
2018-05-05 10:51:00	3590433799317661131	0.00000	17.23849	9.76497	16.53478	9.35289	9.03851	2.99739	54.40697	55.76400	27.16165	27.20715
2018-05-05 10:52:00	863033069630348453	1.00000	8.69716	11.91955	11.33469	11.10395	12.01127	0.00074	60.54926	52.60690	39.91756	66.83651
2018-05-05 10:53:00	359043379931766627	1.00000	9.38094	9.44441	9.93249	13.26140	12.06455	0.00137	56.17654	48.41771	37.28864	70.68165
2018-05-05 10:54:00	3590433799317661826	1.00000	9.77681	16.52339	13.11666	7.71670	15.24802	0.00186	44.48764	41.14871	3.23847	88.81421
2018-05-05 10:55:00	3590433799317661347	1.00000	10.73303	13.09056	12.09181	6.85038	11.13749	0.00462	34.88220	28.91062	9.79309	98.57561
2018-05-05 10:56:00	8630330696303482279	1.00000	7.91965	8.24822	10.24590	15.38809	14.47575	0.00037	46.73759	67.16160	78.00094	23.03980
2018-05-05 10:57:00	3590433799317662030	0.00000	13.75656	6.61261	12.33659	7.99760	9.49201	0.09233	47.29575	36.41219	63.16549	95.79266
2018-05-05 10:58:00	3590433799317661560	1.00000	10.53336	8.77796	11.82444	13.69472	10.44588	0.00393	42.02645	41.94682	95.83058	67.56674
2018-05-05 10:59:00	8630330696303481396	1.00000	9.59249	12.32694	12.41738	8.32335	12.36159	0.00159	56.21981	62.46800	72.36648	32.42105
2018-05-05 11:00:00	8630330696303481420	1.00000	11.75059	10.45358	9.96026	12.55178	11.44088	0.01262	35.58487	50.89907	22.19990	37.80760
2018-05-05 11:01:00	3590433799317661099	1.00000	9.53959	6.76723	7.43874	13.57752	14.12711	0.00158	44.67214	49.58909	0.77629	77.84799
2018-05-05 11:02:00	8630330696303482204	1.00000	8.21030	13.89666	12.61794	11.34381	10.99543	0.00059	52.64728	32.22816	56.71214	26.26417
2018-05-05 11:03:00	359043379931766759	0.00000	14.79245	9.76083	12.13767	9.71926	9.56613	0.25992	44.61937	59.10871	85.84365	92.09619
2018-05-05 11:04:00	3590433799317662113	1.00000	8.43780	15.13905	10.95292	11.54271	13.94334	0.00056	38.50628	56.79462	61.57627	27.30773
2018-05-05 11:05:00	359043379931766767	1.00000	10.00871	9.67634	16.26429	6.79694	9.03130	0.00237	51.03973	59.68457	76.16078	78.99718
2018-05-05 11:06:00	3590433799317662345	1.00000	6.58165	8.77939	9.41938	13.80845	14.73202	0.00018	43.79168	35.79852	38.55939	79.30902
2018-05-05 11:07:00	863033069630348057	0.00000	13.35616	9.27026	10.01597	6.43944	9.06502	0.06192	70.28048	26.39125	81.00136	17.70680
2018-05-05 11:08:00	3590433799317662170	0.00000	13.78345	8.92475	14.71094	10.80497	8.24234	0.09482	57.34052	62.72470	88.31352	19.48221
2018-05-05 11:09:00	359043379931766155	1.00000	9.23316	7.54292	9.27018	15.68944	14.31446	0.00130	42.81021	65.64773	86.90001	70.90975
2018-05-05 11:10:00	8630330696303481347	0.00000	8.16768	12.23557	6.41572	11.02233	9.76513	0.00051	49.97598	38.82471	31.44121	2.41646
2018-05-05 11:11:00	359043379931766106	1.00000	8.14456	16.38318	11.35762	6.67781	13.71798	0.00055	44.74319	42.15110	14.61701	59.36480
2018-05-05 11:12:00	359043379931766304	1.00000	8.10084	9.43337	9.52267	14.63771	13.70146	0.00057	66.45055	55.52759	47.93902	70.02081
2018-05-05 11:13:00	8630330696303481032	1.00000	10.03254	12.81788	11.79447	5.99230	12.40516	0.00234	15.29569	48.43326	3.10227	42.46334
2018-05-05 11:14:00	359043379931766221	1.00000	9.82972	16.10595	7.38189	7.87829	13.22361	0.00196	35.56772	67.51294	48.43516	36.64309
2018-05-05 11:15:00	359043379931766296	1.00000	6.28388	12.11455	12.98708	6.81634	12.87705	0.00021	40.85711	18.22246	90.08903	20.54448
2018-05-05 11:16:00	3590433799317661156	0.00000	14.69818	11.26013	14.31499	8.93705	13.69134	0.23643	37.27828	45.33826	44.71668	21.53214
2018-05-05 11:17:00	8630330696303482386	1.00000	9.47075	7.06219	9.76106	15.36306	12.28905	0.00145	52.84881	53.11740	6.40734	42.42275
2018-05-05 11:18:00	359043379931766163	0.00000	10.65443	9.79476	7.76718	8.92987	10.60315	0.00424	43.09147	65.39644	85.04529	62.99259
2018-05-05 11:19:00	3590433799317661677	1.00000	7.05187	12.64534	7.10457	10.64638	14.37806	0.00025	47.45333	30.45158	4.34946	30.94909
2018-05-05 11:20:00	359043379931766635	1.00000	10.36416	10.35772	12.15283	6.77211	12.91134	0.00329	54.04672	51.61374	30.80426	48.12354
2018-05-05 11:21:00	359043379931766361	0.00000	14.80596	7.20377	9.21129	10.56705	8.10493	0.26336	40.00367	41.75203	80.48453	5.91636
2018-05-05 11:22:00	359043379931766213	0.00000	14.78892	9.96978	14.35312	9.72804	12.34582	0.25886	42.29323	40.64181	11.59082	27.53797
2018-05-05 11:23:00	3590433799317662139	1.00000	11.83691	13.03606	13.30249	6.93949	10.40866	0.01373	70.58976	35.75824	48.71063	82.09927
2018-05-05 11:24:00	359043379931766395	1.00000	10.07718	8.64060	6.48119	16.31902	15.30527	0.00252	35.44241	52.70929	13.09722	86.16977
2018-05-05 11:25:00	359043379931766262	1.00000	10.50572	8.80976	11.23500	12.79833	10.83116	0.00378	43.55543	79.21667	68.70075	8.80209
2018-05-05 11:26:00	8630330696303481784	1.00000	14.08282	9.82539	15.41702	7.91912	7.19700	0.12786	52.56321	69.03244	17.19399	74.48696
2018-05-05 11:27:00	8630330696303482352	1.00000	10.26049	12.62948	11.14900	9.57224	13.57518	0.00290	60.61319	55.91348	40.05251	81.93775
2018-05-05 11:28:00	359043379931766130	1.00000	8.77119	8.69351	9.16197	13.72580	14.69062	0.00079	16.79670	63.52207	13.07411	52.17869
2018-05-05 11:29:00	863033069630348669	1.00000	7.19499	7.81725	9.80394	15.80811	12.75894	0.00022	38.91679	45.90800	93.00679	39.53232
2018-05-05 11:30:00	3590433799317661081	1.00000	11.21532	18.15775	11.52081	9.84418	12.80664	0.00735	41.15520	56.52178	5.26813	20.56963
2018-05-05 11:31:00	8630330696303481511	1.00000	9.52896	14.42266	12.07584	12.57741	15.46697	0.00149	16.92982	53.95704	59.45618	48.44355
2018-05-05 11:32:00	359043379931766536	1.00000	14.80454	10.22093	15.62639	9.81295	10.23314	0.26303	47.28126	50.54958	87.54356	77.25237
2018-05-05 11:33:00	863033069630348610	0.00000	14.02658	7.07885	11.18978	7.77953	13.61571	0.12093	41.19686	51.59133	40.40831	68.04343
2018-05-05 11:34:00	8630330696303481818	0.00000	14.99582	4.90652	8.56286	8.35580	8.31084	0.31845	57.34443	62.06040	72.01099	72.58188
2018-05-05 11:35:00	3590433799317661735	1.00000	7.99795	7.57769	9.30181	14.62810	13.91484	0.00045	26.06182	58.70540	31.30622	16.45034
2018-05-05 11:36:00	359043379931766155	1.00000	10.48655	9.59119	10.93051	14.71189	13.91808	0.00366	29.36807	53.87735	5.29565	91.22908
2018-05-05 11:37:00	359043379931766296	0.00000	17.71014	7.62165	15.34649	7.24526	12.32053	4.80357	46.88777	58.11918	16.44824	16.84711
2018-05-05 11:38:00	359043379931766528	1.00000	9.54202	7.26055	13.66075	8.64146	10.34696	0.00153	55.18576	59.93513	81.41661	56.67688
2018-05-05 11:39:00	863033069630348321	0.00000	14.29678	10.63213	9.77931	11.92218	7.17275	0.15828	67.53922	61.84336	9.49324	47.72032
2018-05-05 11:40:00	8630330696303481560	1.00000	5.84352	13.14121	13.69044	11.03985	13.85135	0.00022	72.99153	55.60233	6.51200	2.22240
2018-05-05 11:41:00	3590433799317661925	0.00000	11.95621	10.32323	10.38854	10.56588	11.64241	0.01537	56.93393	57.73019	48.46585	63.87609
2018-05-05 11:42:00	359043379931766668	0.00000	14.96051	11.73137	14.24343	8.17669	8.48916	0.30727	54.15648	59.39736	87.80637	12.27627
2018-05-05 11:43:00	8630330696303482436	0.00000	12.50296	10.20106	11.09761	8.88438	10.63639	0.02644	54.09678	54.16866	23.52174	16.34882
2018-05-05 11:44:00	8630330696303481479	1.00000	10.37869	11.21172	14.29779	10.54638	11.40887	0.00342	42.15098	46.13611	70.06564	41.46855
2018-05-05 11:45:00	8630330696303481065	1.00000	8.87838	12.29453	15.64289	6.24034	7.44614	0.00088	51.34353	42.44573	11.98982	59.65882
2018-05-05 11:46:00	359043379931766130	0.00000	13.96844	7.52379	10.74167	8.24113	8.31411	0.11405	35.90500	37.42046	96.31700	1.01553
2018-05-05 11:47:00	863033069630348776	0.00000	16.62665	8.85140	9.88543	8.81084	7.92670	1.62566	68.49365	62.35762	88.02258	61.32009
2018-05-05 11:48:00	359043379931766635	1.00000	13.48254	8.03422	9.77133	12.71230	12.49334	0.07024	31.28916	76.40865	10.99442	68.09712
2018-05-05 11:49:00	8630330696303482329	1.00000	9.70194	13.49658	11.99241	9.60479	13.88115	0.00175	20.98236	42.01466	99.41606	3.61304
2018-05-05 11:50:00	359043379931766692	0.00000	13.10364	9.99263	10.00712	9.10914	7.20740	0.04814	60.23752	51.34270	98.95065	47.60643
2018-05-05 11:51:00	863033069630348826	0.00000	11.27465	9.86578	7.97919	10.27787	11.84332	0.00783	56.44235	43.33181	74.01056	51.71099
2018-05-05 11:52:00	3590433799317661792	0.00000	12.69405	10.53737	10.98775	8.86473	10.10087	0.03206	27.29176	51.38630	54.95950	0.41246
2018-05-05 11:53:00	3590433799317661941	1.00000	5.31463	14.73964	12.40776	12.37156	16.09233	0.00017	41.38892	52.74979	79.66480	48.01286
2018-05-05 11:54:00	8630330696303481404	1.00000	3.46119	14.54156	10.80109	13.58971	17.13362	0.00007	65.84581	68.81710	15.94328	61.76278
2018-05-05 11:55:00	3590433799317662337	0.00000	14.38843	6.60882	6.72941	10.54495	11.38075	0.17348	75.12704	67.18977	80.85788	66.80059
2018-05-05 11:56:00	8630330696303482105	0.00000	12.15892	3.59942	5.06054	8.88585	8.24594	0.01878	20.15011	62.66218	1.29678	94.51638
2018-05-05 11:57:00	863033069630348503	1.00000	6.95063	11.90192	9.50417	10.99516	13.05061	0.00028	34.19837	75.12565	11.16167	53.58706
2018-05-05 11:58:00	863033069630348255	1.00000	8.43574	10.45121	11.08054	11.95205	13.89979	0.00071	44.05728	46.06616	96.60515	7.39805
2018-05-05 11:59:00	359043379931766346	1.00000	12.04802	13.38778	16.35004	10.21555	10.25095	0.01684	48.75158	51.45346	3.32553	12.60789
2018-05-05 12:00:00	3590433799317661503	1.00000	9.77925	14.60368	12.96551	9.58625	9.51059	0.00188	47.89579	41.51314	40.68719	55.01601
2018-05-05 12:01:00	863033069630348719	1.00000	11.08992	14.23644	10.38051	7.95846	17.59990	0.00655	39.20934	49.49020	28.24282	60.80769
2018-05-05 12:02:00	8630330696303482402	1.00000	8.02621	6.91159	10.54945	17.09831	13.77865	0.00049	44.71188	48.73224	16.78028	29.11412
2018-05-05 12:03:00	863033069630348750	0.00000	12.14339	13.04357	12.87776	8.26950	11.33763	0.01847	33.38860	43.12229	91.79660	81.81056
2018-05-05 12:04:00	863033069630348776	1.00000	6.31040	8.38444	8.99683	14.93119	11.11246	0.00020	19.58266	38.66433	66.41692	18.58942
2018-05-05 12:05:00	8630330696303481560	1.00000	11.86680	7.86486	10.49666	12.59333	12.62613	0.01406	25.89311	41.69611	23.04053	82.35071
2018-05-05 12:06:00	359043379931766130	1.00000	11.21866	13.86165	12.93930	5.80838	12.53066	0.00743	37.82111	41.65435	7.09349	65.81455
2018-05-05 12:07:00	359043379931766700	0.00000	8.86482	8.61546	9.09645	12.50345	9.76973	0.00088	53.95823	39.84609	21.91408	70.39024
2018-05-05 12:08:00	8630330696303482154	1.00000	10.59349	9.41143	9.20398	12.58341	13.54414	0.00410	20.82470	43.25891	96.50177	62.80835
2018-05-05 12:09:00	8630330696303481123	1.00000	8.82170	14.23977	14.41332	5.20376	11.21747	0.00083	63.01731	45.98804	1.17019	92.79796
2018-05-05 12:10:00	3590433799317662147	0.00000	14.24991	9.70038	7.70933	7.44823	9.97542	0.15110	32.94300	41.66070	37.48340	47.62713
2018-05-05 12:11:00	3590433799317661248	1.00000	12.22479	11.90506	13.30972	11.04256	12.80649	0.02005	36.80649	44.42953	10.85478	38.46698
2018-05-05 12:12:00	863033069630348248	1.00000	4.65857	12.18060	7.23366	13.90121	15.23709	0.00024	38.01464	23.73177	56.32158	34.78697
2018-05-05 12:13:00	8630330696303482063	1.00000	11.00088	11.61581	8.38683	9.61051	10.36520	0.00600	65.17709	41.75675	54.88722	99.98590
2018-05-05 12:14:00	359043379931766056	1.00000	10.35390	12.62908	14.92190	9.71003	12.40491	0.00327	70.53626	51.72420	64.73823	46.01616
2018-05-05 12:15:00	359043379931766239	1.00000	9.58821	10.06053	10.06247	10.71102	13.43651	0.00158	64.06698	67.26776	43.03813	99.99261
2018-05-05 12:16:00	863033069630348826	1.00000	5.73267	9.46958	14.94852	8.20636	13.53061	0.00016	41.96292	45.01706	28.43453	88.34932
2018-05-05 12:17:00	3590433799317661677	1.00000	11.71511	4.41574	9.80892	16.87301	13.03825	0.01199	34.29166	74.82570	84.65699	55.30757
2018-05-05 12:18:00	8630330696303481719	0.00000	15.43437	7.17371	12.32371	8.37460	10.46357	0.49348	39.51368	42.31234	18.84389	27.25145
2018-05-05 12:19:00	3590433799317662394	1.00000	7.28448	10.81424	13.26018	13.76338	14.06136	0.00025	50.99398	54.33783	90.97443	81.92776
2018-05-05 12:20:00	3590433799317661669	1.00000	9.49454	14.08934	9.10229	11.97884	14.73370	0.00148	47.60553	48.58791	32.47298	50.09230
2018-05-05 12:21:00	3590433799317662063	1.00000	13.50698	8.51157	13.35119	10.08261	10.58039	0.07193	73.58530	48.18173	78.37149	65.25071
2018-05-05 12:22:00	8630330696303482246	0.00000	13.34266	10.66631	9.25091	8.73001	7.78957	0.06104	45.20812	56.35978	41.84715	55.13870
2018-05-05 12:23:00	8630330696303481081	0.00000	14.82829	9.10758	12.06639	7.30689	14.74399	0.26938	50.61589	27.03162	16.73113	77.18931
2018-05-05 12:24:00	863033069630348693	1.00000	10.57704	13.73994	8.84814	9.62809	13.96949	0.00393	61.39911	63.94528	21.97691	18.05004
2018-05-05 12:25:00	3590433799317661503	0.00000	12.24142	6.60383	10.63177	8.24864	12.76020	0.02040	27.06194	75.92610	87.27886	69.56328
2018-05-05 12:26:00	8630330696303481487	1.00000	10.42666	10.91905	11.51257	9.77493	14.17647	0.00344	29.21530	54.84033	38.16723	33.45276
2018-05-05 12:27:00	8630330696303481107	1.00000	14.24092	13.89140	11.49196	8.73150	12.77545	0.14985	55.62678	40.08313	57.19054	85.19925
2018-05-05 12:28:00	359043379931766932	0.00000	4.43056	14.88948	10.92327	8.10143	14.68616	0.00022	41.13109	56.67252	94.99446	93.32894
2018-05-05 12:29:00	8630330696303482253	0.00000	16.15930	12.25071	13.91754	9.08478	6.01173	1.01880	31.05623	40.42418	82.20777	3.39263
2018-05-05 12:30:00	8630330696303482022	0.00000	10.29853	11.55171	7.46455	11.86996	15.46419	0.00303	45.62348	64.38951	19.03228	70.63342
2018-05-05 12:31:00	863033069630348347	0.00000	15.97306	8.57708	9.58842	9.46194	6.09410	0.84563	54.88407	34.43463	76.51040	79.40232
2018-05-05 12:32:00	863033069630348081	1.00000	6.33736	15.73028	14.31183	9.19005	10.72883	0.00026	40.95151	57.75824	82.06921	14.66966
2018-05-05 12:33:00	3590433799317662253	1.00000	12.36648	10.84290	8.37720	11.79626	15.43803	0.02311	51.58695	48.27559	44.96800	13.37896
2018-05-05 12:34:00	359043379931766445	1.00000	8.69344	13.94785	13.39712	5.99072	12.06058	0.00071	57.25005	57.48117	49.16103	53.61269
2018-05-05 12:35:00	863033069630348610	0.00000	11.14401	7.81380	10.49773	13.68105	12.87428	0.00689	35.60596	75.13718	45.48557	11.73332
2018-05-05 12:36:00	863033069630348776	0.00000	12.29149	9.30044	7.48847	9.54934	8.81444	0.02145	46.53508	60.23748	66.35081	93.92042
2018-05-05 12:37:00	8630330696303481198	1.00000	6.42420	11.26971	10.42627	11.17367	13.24205	0.00020	16.43324	53.22505	92.76928	59.07183
2018-05-05 12:38:00	359043379931766775	0.00000	9.90097	11.69077	11.41467	11.79227	14.22391	0.00206	43.51026	45.80925	48.15039	68.43387
2018-05-05 12:39:00	3590433799317662444	1.00000	8.19379	7.95385	17.43742	8.40837	14.76209	0.00049	65.06426	53.21192	72.06513	46.11156
2018-05-05 12:40:00	3590433799317662253	1.00000	9.52110	15.16697	9.68266	9.50304	9.14570	0.00150	64.11823	57.83307	95.08893	4.23145
2018-05-05 12:41:00	359043379931766619	0.00000	13.28312	7.50866	9.68287	7.73480	9.09003	0.05753	47.40646	65.73999	78.76639	83.62891
2018-05-05 12:42:00	359043379931766817	0.00000	15.44200	8.06802	11.81671	8.15920	5.19120	0.49730	51.30364	42.86953	0.32047	89.51592
2018-05-05 12:43:00	863033069630348016	1.00000	11.36475	12.09680	9.85100	10.20389	13.79570	0.00858	30.45216	57.58512	31.46378	9.92801
2018-05-05 12:44:00	8630330696303481461	0.00000	12.93451	5.12637	14.15547	6.35945	6.47544	0.04071	36.43423	57.38350	29.57291	29.78993
2018-05-05 12:45:00	8630330696303481107	1.00000	8.03138	11.07857	13.16275	8.84046	9.53444	0.00041	45.65566	33.80994	29.03028	13.54108
2018-05-05 12:46:00	8630330696303481545	1.00000	7.89536	11.54726	14.54994	8.22344	8.56665	0.00038	46.30130	58.69532	13.01863	58.52756
2018-05-05 12:47:00	3590433799317661172	1.00000	10.89726	10.45010	7.81815	11.98667	12.48103	0.00548	48.42419	53.18579	54.49299	56.45443
2018-05-05 12:48:00	863033069630348503	1.00000	11.26727	10.36045	7.62583	12.94547	14.27059	0.00782	37.50834	45.07352	27.72005	31.95769
2018-05-05 12:49:00	3590433799317661891	1.00000	10.91677	11.20214	15.11511	11.73107	11.48706	0.00550	31.99373	28.86928	88.30096	15.77952
2018-05-05 12:50:00	8630330696303482105	0.00000	8.97016	8.98310	7.90640	13.92432	9.42501	0.00084	50.63736	41.65216	91.22324	99.46015
2018-05-05 12:51:00	863033069630348768	1.00000	9.57755	17.62861	11.44879	11.18903	17.38354	0.00156	45.39842	56.67749	43.21340	85.56914
2018-05-05 12:52:00	3590433799317661412	1.00000	4.66740	15.73992	11.16672	11.42842	13.55882	0.00022	55.65770	51.97341	2.75143	48.63574
2018-05-05 12:53:00	8630330696303481321	0.00000	12.54816	8.95028	10.20034	7.11249	9.39847	0.02766	65.07182	48.46175	55.28046	90.20662
2018-05-05 12:54:00	863033069630348750	1.00000	8.56566	10.89279	9.55053	11.87497	13.94366	0.00064	42.47400	53.98423	21.79810	28.08859
2018-05-05 12:55:00	8630330696303481610	0.00000	14.13668	6.33978	13.26897	9.53848	7.61406	0.13497	28.57283	56.53061	85.43372	22.27053
2018-05-05 12:56:00	863033069630348701	0.00000	12.04014	13.09759	13.70192	10.62250	8.39878	0.01671	53.81825	40.36615	98.03898	40.66932
2018-05-05 12:57:00	8630330696303482105	1.00000	7.70480	17.14708	14.82203	13.41200	8.01878	0.00037	56.87300	51.07496	60.04018	64.14138
2018-05-05 12:58:00	3590433799317662055	0.00000	11.47847	12.13147	12.81372	8.03629	11.86133	0.00952	61.03324	68.56201	48.64770	13.33491
2018-05-05 12:59:00	3590433799317661396	1.00000	10.36785	9.29385	11.90330	12.41496	14.49504	0.00329	62.03934	37.54600	50.97089	72.48452
2018-05-05 13:00:00	3590433799317661867	1.00000	12.28588	10.70539	15.55477	11.73607	11.21451	0.02134	42.49862	40.86012	86.38877	49.28554
2018-05-05 13:01:00	8630330696303481214	1.00000	11.31923	5.13396	7.70406	14.75586	11.73910	0.00813	34.17673	56.67207	81.07248	49.03426
2018-05-05 13:02:00	8630330696303481370	0.00000	11.08376	7.05647	13.47332	10.89877	5.85377	0.00646	67.89817	67.46978	90.46260	66.90153
