latitude	longitude	store_name	code	location	imei
52.21099	7.02238	Gronau	DE	Europe/Berlin	8630330696303482261
23.73333	114.68333	Heyuan	CN	Asia/Shanghai	3590433799317661388
27.9247	78.40102	Chharra	IN	Asia/Kolkata	3590433799317662089
48.90982	2.45012	Bobigny	FR	Europe/Paris	3590433799317661040
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	3590433799317661487
50.82709	6.9747	Wesseling	DE	Europe/Berlin	3590433799317661792
16.06213	76.0586	Hungund	IN	Asia/Kolkata	8630330696303481586
33.7207	-116.21677	Indio	US	America/Los_Angeles	359043379931766411
41.55815	-73.0515	Waterbury	US	America/New_York	3590433799317662063
51.38673	0.30367	Hartley	GB	Europe/London	359043379931766536
14.66	120.56528	Pilar	PH	Asia/Manila	8630330696303481222
19.32889	-99.32556	San Lorenzo Acopilco	MX	America/Mexico_City	3590433799317661321
-30.60106	-71.19901	Ovalle	CL	America/Santiago	359043379931766775
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	3590433799317662436
8.56697	123.33471	Dipolog	PH	Asia/Manila	8630330696303481149
-34.88422	150.60036	Nowra	AU	Australia/Sydney	359043379931766734
38.54491	-121.74052	Davis	US	America/Los_Angeles	8630330696303481859
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	8630330696303481602
29.65163	-82.32483	Gainesville	US	America/New_York	863033069630348438
32.5007	-94.74049	Longview	US	America/Chicago	8630330696303482444
20.88197	85.83334	Bhuban	IN	Asia/Kolkata	863033069630348008
14.8361	120.97844	Guyong	PH	Asia/Manila	8630330696303481131
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	359043379931766288
38.06084	-97.92977	Hutchinson	US	America/Chicago	863033069630348099
14.66	120.56528	Pilar	PH	Asia/Manila	359043379931766189
37.1759	128.9889	T‚Äôaebaek	KR	Asia/Seoul	8630330696303481305
40.57788	-73.95958	Brighton Beach	US	America/New_York	8630330696303481081
50.11861	-5.53715	Penzance	GB	Europe/London	863033069630348909
-4.24444	-42.29444	Barras	BR	America/Fortaleza	359043379931766197
51.03427	5.37429	Houthalen	BE	Europe/Brussels	359043379931766239
41.84364	-87.71255	South Lawndale	US	America/Chicago	8630330696303481214
1.6	103.81667	Ulu Tiram	MY	Asia/Kuala_Lumpur	359043379931766346
-8.66667	-35.71667	Catende	BR	America/Recife	863033069630348495
43.86682	-79.2663	Markham	CA	America/Toronto	8630330696303482311
40.94065	-73.99681	Dumont	US	America/New_York	8630330696303481966
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	3590433799317662477
41.57439	24.71204	Smolyan	BG	Europe/Sofia	3590433799317661750
39.22493	42.85693	Patnos	TR	Europe/Istanbul	3590433799317661339
30.35028	112.19028	Jingzhou	CN	Asia/Shanghai	359043379931766163
17.94979	-94.91386	Acayucan	MX	America/Mexico_City	3590433799317661263
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	8630330696303482485
51.38673	0.30367	Hartley	GB	Europe/London	8630330696303481511
27.09978	-82.45426	Venice	US	America/New_York	8630330696303481586
49.07866	30.96755	Zvenihorodka	UA	Europe/Kyiv	8630330696303481529
10.22677	-67.33122	La Victoria	VE	America/Caracas	359043379931766502
48.21644	9.02596	Albstadt	DE	Europe/Berlin	359043379931766478
40.11583	67.84222	Jizzax	UZ	Asia/Samarkand	863033069630348990
14.62578	121.12251	Antipolo	PH	Asia/Manila	8630330696303481974
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	863033069630348925
38.68712	-4.10734	Puertollano	ES	Europe/Madrid	863033069630348768
39.96097	-75.60804	West Chester	US	America/New_York	8630330696303481503
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317662402
-21.15	46.58333	Ikalamavony	MG	Indian/Antananarivo	359043379931766619
0.51667	101.44167	Pekanbaru	ID	Asia/Jakarta	863033069630348024
39.09112	-94.41551	Independence	US	America/Chicago	863033069630348636
14.62072	74.83554	Sirsi	IN	Asia/Kolkata	359043379931766148
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317662469
-21.98333	16.91667	Okahandja	NA	Africa/Windhoek	8630330696303481693
44.22639	22.53083	Negotin	RS	Europe/Belgrade	8630330696303481370
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	863033069630348008
-4.5833	15.16554	Kasangulu	CD	Africa/Kinshasa	8630330696303481149
46.32374	-120.00865	Sunnyside	US	America/Los_Angeles	863033069630348156
33.45122	-86.99666	Hueytown	US	America/Chicago	359043379931766270
38.96667	-0.18333	Gandia	ES	Europe/Madrid	359043379931766916
41.54566	-71.29144	Middletown	US	America/New_York	863033069630348099
33.08014	-83.2321	Milledgeville	US	America/New_York	3590433799317661644
-7.01833	107.60389	Pameungpeuk	ID	Asia/Jakarta	359043379931766221
58.04254	65.27258	Tavda	RU	Asia/Yekaterinburg	863033069630348529
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303482345
52.59319	13.32127	Wittenau	DE	Europe/Berlin	359043379931766833
31.12406	-97.90308	Copperas Cove	US	America/Chicago	3590433799317661016
53.53395	33.72798	Zhukovka	RU	Europe/Moscow	3590433799317661198
50.80019	7.20769	Siegburg	DE	Europe/Berlin	863033069630348768
49.13645	8.91229	Eppingen	DE	Europe/Berlin	8630330696303482196
34.9	137.5	Shinshiro	JP	Asia/Tokyo	3590433799317662139
-4.24444	-42.29444	Barras	BR	America/Fortaleza	3590433799317662048
-10.90889	-37.03861	Barra dos Coqueiros	BR	America/Maceio	863033069630348347
48.46458	9.22796	Pfullingen	DE	Europe/Berlin	3590433799317661230
30.5427	-97.54667	Hutto	US	America/Chicago	3590433799317661792
41.47892	-87.45476	Schererville	US	America/Chicago	359043379931766809
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303481602
57.97472	33.2525	Valday	RU	Europe/Moscow	3590433799317661537
52.09	5.23333	Zeist	NL	Europe/Amsterdam	3590433799317662014
5.30383	-1.98956	Tarkwa	GH	Africa/Accra	863033069630348461
30.76468	74.12286	Kanganpur	PK	Asia/Karachi	3590433799317661396
47.30997	8.52462	Adliswil	CH	Europe/Zurich	8630330696303481347
-25.42944	-50.00639	Palmeira	BR	America/Sao_Paulo	8630330696303481321
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	8630330696303482402
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303481511
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	359043379931766379
42.4251	-71.06616	Malden	US	America/New_York	8630330696303481123
-34.64167	-60.47389	Chacabuco	AR	America/Argentina/Buenos_Aires	8630330696303481107
42.7	27.25	Aytos	BG	Europe/Sofia	3590433799317661727
50.80904	8.77069	Marburg an der Lahn	DE	Europe/Berlin	3590433799317662113
56.85836	35.90057	Tver	RU	Europe/Moscow	8630330696303481495
39.96348	-4.83076	Talavera de la Reina	ES	Europe/Madrid	3590433799317661305
-19.72806	-50.19556	Iturama	BR	America/Sao_Paulo	863033069630348651
30.46907	70.96699	Kot Addu	PK	Asia/Karachi	8630330696303481826
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	863033069630348719
32.9156	-117.14392	Mira Mesa	US	America/Los_Angeles	8630330696303481305
40.60538	-73.75513	Far Rockaway	US	America/New_York	3590433799317662402
49.28669	1.00288	Elbeuf	FR	Europe/Paris	863033069630348297
47.98372	10.18527	Memmingen	DE	Europe/Berlin	3590433799317661826
49.41029	38.15035	Svatove	UA	Europe/Zaporozhye	8630330696303481412
10.13361	124.84472	Maasin	PH	Asia/Manila	8630330696303481420
42.4251	-71.06616	Malden	US	America/New_York	3590433799317661990
42.819	47.1192	Buynaksk	RU	Europe/Moscow	863033069630348412
44.27804	-88.27205	Kaukauna	US	America/Chicago	3590433799317661560
4.94273	15.87735	Carnot	CF	Africa/Bangui	3590433799317662170
50.11861	-5.53715	Penzance	GB	Europe/London	8630330696303481990
-33.59217	-70.6996	San Bernardo	CL	America/Santiago	8630330696303481396
48.90472	2.2469	La Garenne-Colombes	FR	Europe/Paris	8630330696303481602
41.91738	3.1631	Palafrugell	ES	Europe/Madrid	8630330696303481255
50.09019	8.4493	Hofheim am Taunus	DE	Europe/Berlin	359043379931766627
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	359043379931766460
50.76306	-1.29772	Cowes	GB	Europe/London	8630330696303481792
53.7446	-0.33525	Kingston upon Hull	GB	Europe/London	8630330696303482311
51.04962	12.1369	Zeitz	DE	Europe/Berlin	359043379931766254
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	863033069630348032
-7.73379	113.69785	Besuki	ID	Asia/Jakarta	3590433799317661842
50.64336	7.2278	Bad Honnef	DE	Europe/Berlin	3590433799317661537
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317662402
4.2475	9.00472	Idenao	CM	Africa/Douala	359043379931766635
-27.76952	30.79165	Vryheid	ZA	Africa/Johannesburg	3590433799317661289
10.12268	77.54372	Periyakulam	IN	Asia/Kolkata	3590433799317661040
1.6561	103.6032	Kulai	MY	Asia/Kuala_Lumpur	3590433799317661909
40.5576	-74.28459	Woodbridge	US	America/New_York	8630330696303481693
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348214
-1.6	103.61667	Jambi City	ID	Asia/Jakarta	863033069630348420
34.31	-2.16	Jerada	MA	Africa/Casablanca	3590433799317661073
47.05	15.46667	Sankt Peter	AT	Europe/Vienna	3590433799317661628
34.25807	-88.70464	Tupelo	US	America/Chicago	8630330696303481396
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303482485
37.13548	-3.67029	Las Gabias	ES	Europe/Madrid	863033069630348040
-3.20333	-52.20639	Altamira	BR	America/Santarem	3590433799317661941
-27.50578	153.10236	Carindale	AU	Australia/Brisbane	3590433799317661115
54.39304	53.26023	Bavly	RU	Europe/Moscow	863033069630348602
24.96334	10.18003	Ghat	LY	Africa/Tripoli	8630330696303482287
21.53889	71.57737	Gariadhar	IN	Asia/Kolkata	3590433799317661115
4.02219	101.02083	Teluk Intan	MY	Asia/Kuala_Lumpur	8630330696303481784
42.30865	-83.48216	Canton	US	America/Detroit	8630330696303481578
35.82756	137.95378	Ina	JP	Asia/Tokyo	359043379931766205
36.61033	-88.31476	Murray	US	America/Chicago	3590433799317661099
7.57944	-8.53778	New Yekepa	LR	Africa/Monrovia	8630330696303481008
41.50343	-74.01042	Newburgh	US	America/New_York	8630330696303481065
34.08565	74.80555	Srinagar	IN	Asia/Kolkata	8630330696303481586
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317661966
-33.38056	-56.52361	Durazno	UY	America/Montevideo	863033069630348867
48.15659	28.28489	Soroca	MD	Europe/Chisinau	359043379931766148
51.04962	12.1369	Zeitz	DE	Europe/Berlin	3590433799317662428
31.82539	72.54064	Sillanwali	PK	Asia/Karachi	863033069630348370
45.51667	4.86667	Vienne	FR	Europe/Paris	863033069630348172
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	8630330696303481404
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	359043379931766130
50.23271	12.87117	Karlovy Vary	CZ	Europe/Prague	863033069630348412
32.87533	71.57118	Daud Khel	PK	Asia/Karachi	8630330696303482295
38.47917	-1.325	Jumilla	ES	Europe/Madrid	359043379931766163
23.49668	86.68363	Adra	IN	Asia/Kolkata	3590433799317661271
39.33427	-76.43941	Middle River	US	America/New_York	863033069630348040
37.73222	115.70111	Hengshui	CN	Asia/Shanghai	8630330696303482048
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	8630330696303481024
-34.64966	-58.38341	Barracas	AR	America/Argentina/Buenos_Aires	3590433799317662311
50.073658	14.418540	Praha	CZ	Europe/Prague	8630330696303481883
51.65	-0.2	Barnet	GB	Europe/London	8630330696303481701
36.65	138.31667	Suzaka	JP	Asia/Tokyo	8630330696303481289
27.9247	78.40102	Chharra	IN	Asia/Kolkata	3590433799317661511
-20.87306	-48.29694	Viradouro	BR	America/Sao_Paulo	359043379931766239
-33.88096	151.07986	Strathfield	AU	Australia/Sydney	3590433799317662451
58.23583	92.48278	Lesosibirsk	RU	Asia/Krasnoyarsk	3590433799317661446
37.95143	-91.77127	Rolla	US	America/Chicago	8630330696303481008
39.09112	-94.41551	Independence	US	America/Chicago	8630330696303481370
18.65297	-72.09391	Thomazeau	HT	America/Port-au-Prince	8630330696303482444
-6.25	38.66667	Mvomero	TZ	Africa/Dar_es_Salaam	3590433799317661784
15.58552	102.42587	Bua Yai	TH	Asia/Bangkok	8630330696303481958
36.6009	126.665	Hongseong	KR	Asia/Seoul	8630330696303481198
40.68066	-73.47429	Massapequa	US	America/New_York	3590433799317661321
3.7278	98.6738	Labuhan Deli	ID	Asia/Jakarta	359043379931766635
49.144482	15.006139	Jindřichův Hradec	CZ	Europe/Prague	8630330696303481891
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303481917
44.22639	22.53083	Negotin	RS	Europe/Belgrade	3590433799317661123
36.61954	4.08282	Beni Douala	DZ	Africa/Algiers	3590433799317662451
33.78333	114.51667	Wacheng	CN	Asia/Shanghai	3590433799317661289
51.08468	7.11393	Burscheid	DE	Europe/Berlin	3590433799317661669
27.09978	-82.45426	Venice	US	America/New_York	8630330696303481156
33.92866	-6.90656	Temara	MA	Africa/Casablanca	8630330696303481354
26.68451	-80.66756	Belle Glade	US	America/New_York	359043379931766882
51.40148	-1.32471	Newbury	GB	Europe/London	359043379931766015
36.53333	136.61667	Nonoichi	JP	Asia/Tokyo	863033069630348875
36.81667	117.81667	Zhoucun	CN	Asia/Shanghai	3590433799317661404
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	3590433799317661719
34.75856	136.13108	Ueno-ebisumachi	JP	Asia/Tokyo	359043379931766148
40.42386	-3.53261	San Fernando de Henares	ES	Europe/Madrid	8630330696303482196
28.15112	-82.46148	Lutz	US	America/New_York	8630330696303481859
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	3590433799317662022
-22.53722	-42.98194	Guapimirim	BR	America/Sao_Paulo	8630330696303481891
40.93333	73	Jalal-Abad	KG	Asia/Bishkek	863033069630348263
44.92934	37.99117	Krymsk	RU	Europe/Moscow	359043379931766676
52.41667	0.75	Thetford	GB	Europe/London	8630330696303481479
49.183239	15.454273	Telč	CZ	Europe/Prague	863033069630348479
31.39547	34.75699	Rahat	IL	Asia/Jerusalem	8630330696303482394
37.19723	122.05228	Tianfu	CN	Asia/Shanghai	8630330696303481628
42.50729	1.53414	les Escaldes	AD	Europe/Andorra	3590433799317661776
-4.06667	37.73333	Same	TZ	Africa/Dar_es_Salaam	3590433799317661453
32.52515	-93.75018	Shreveport	US	America/Chicago	863033069630348313
20.14298	-77.43532	Media Luna	CU	America/Havana	3590433799317661172
-1.9487	30.4347	Rwamagana	RW	Africa/Kigali	3590433799317661446
-31.95224	115.8614	Perth	AU	Australia/Perth	359043379931766262
33.95015	-118.03917	South Whittier	US	America/Los_Angeles	359043379931766932
51.39323	0.47713	Strood	GB	Europe/London	863033069630348776
41.14676	-73.49484	New Canaan	US	America/New_York	863033069630348446
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303482139
43.11667	1.6	Pamiers	FR	Europe/Paris	8630330696303481818
2.41669	30.98551	Paidha	UG	Africa/Kampala	359043379931766296
33.45122	-86.99666	Hueytown	US	America/Chicago	8630330696303482014
56.85836	35.90057	Tver	RU	Europe/Moscow	3590433799317661172
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	863033069630348941
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	3590433799317661388
-11.78333	19.91667	Luena	AO	Africa/Luanda	3590433799317661453
35.06667	135.21667	Sasayama	JP	Asia/Tokyo	3590433799317662451
45.79377	8.88104	Malnate	IT	Europe/Rome	863033069630348792
38.70734	-77.02303	Fort Washington	US	America/New_York	359043379931766932
-33.75881	150.99292	Baulkham Hills	AU	Australia/Sydney	8630330696303481537
17.06542	-96.72365	Oaxaca	MX	America/Mexico_City	863033069630348305
4.88441	101.96857	Gua Musang	MY	Asia/Kuala_Lumpur	3590433799317662006
46.32313	-0.45877	Niort	FR	Europe/Paris	3590433799317661404
38.91817	-78.19444	Front Royal	US	America/New_York	359043379931766031
42.62833	20.89389	Glogovac	XK	Europe/Belgrade	3590433799317662212
46.67535	5.55575	Lons-le-Saunier	FR	Europe/Paris	863033069630348685
47.76232	-122.2054	Bothell	US	America/Los_Angeles	3590433799317662444
39.59611	27.02444	Edremit	TR	Europe/Istanbul	3590433799317662477
-6.8	39.25	Magomeni	TZ	Africa/Dar_es_Salaam	3590433799317662410
30.5427	-97.54667	Hutto	US	America/Chicago	3590433799317661040
33.7207	-116.21677	Indio	US	America/Los_Angeles	3590433799317661164
9.15093	-79.62098	Chilibre	PA	America/Panama	8630330696303482428
33.41012	-91.06177	Greenville	US	America/Chicago	359043379931766122
49.88307	-119.48568	Kelowna	CA	America/Vancouver	3590433799317662477
68.79833	16.54165	Harstad	NO	Europe/Oslo	8630330696303481982
51.24197	4.82313	Lille	BE	Europe/Brussels	359043379931766668
40.92298	14.30935	Afragola	IT	Europe/Rome	8630330696303481354
45.78071	12.84052	Portogruaro	IT	Europe/Rome	863033069630348867
51.95838	4.47124	Schiebroek	NL	Europe/Amsterdam	359043379931766460
27.9247	78.40102	Chharra	IN	Asia/Kolkata	8630330696303481032
-54.8	-68.3	Ushuaia	AR	America/Argentina/Ushuaia	8630330696303481180
42.7	27.25	Aytos	BG	Europe/Sofia	359043379931766122
41.15376	-87.88754	Bourbonnais	US	America/Chicago	3590433799317661933
36	139.55722	Okegawa	JP	Asia/Tokyo	8630330696303482204
44.92801	4.8951	Valence	FR	Europe/Paris	359043379931766858
-26.22861	-52.67056	Pato Branco	BR	America/Sao_Paulo	863033069630348982
25.80565	68.49143	Bhit Shah	PK	Asia/Karachi	863033069630348883
13.56667	-15.6	Farafenni	GM	Africa/Banjul	8630330696303481024
41.77583	140.73667	Hakodate	JP	Asia/Tokyo	863033069630348057
53.16167	6.76111	Hoogezand	NL	Europe/Amsterdam	863033069630348842
61.72744	17.10558	Hudiksvall	SE	Europe/Stockholm	863033069630348735
42.55308	-87.93341	Pleasant Prairie	US	America/Chicago	8630330696303482105
37.31065	13.57661	Agrigento	IT	Europe/Rome	8630330696303481172
51.20219	7.36027	Radevormwald	DE	Europe/Berlin	8630330696303482139
14.64056	104.64992	Kantharalak	TH	Asia/Bangkok	359043379931766668
-8.66667	-35.71667	Catende	BR	America/Recife	359043379931766999
35.20889	111.73861	Changzhi	CN	Asia/Shanghai	8630330696303482089
39.59611	27.02444	Edremit	TR	Europe/Istanbul	8630330696303481958
11.84962	-86.19903	Jinotepe	NI	America/Managua	3590433799317661198
6.95194	121.96361	Recodo	PH	Asia/Manila	3590433799317661081
28.98002	77.70636	Meerut	IN	Asia/Kolkata	863033069630348123
40.78206	72.34424	Andijon	UZ	Asia/Tashkent	3590433799317661065
-24.19436	29.00974	Mokopane	ZA	Africa/Johannesburg	3590433799317661370
48.35149	8.96317	Hechingen	DE	Europe/Berlin	3590433799317661727
-25.54073	152.70493	Maryborough	AU	Australia/Brisbane	359043379931766999
45.50369	11.412	Montecchio Maggiore-Alte Ceccato	IT	Europe/Rome	8630330696303481024
27.52948	68.75915	Khairpur Mir‚Äôs	PK	Asia/Karachi	359043379931766197
8.88649	2.59753	Tchaourou	BJ	Africa/Porto-Novo	8630330696303481305
49.68369	8.61839	Bensheim	DE	Europe/Berlin	3590433799317661545
43.32393	5.4584	Les Olives	FR	Europe/Paris	3590433799317662055
43.1009	-75.23266	Utica	US	America/New_York	8630330696303482238
53.53041	43.67663	Nizhniy Lomov	RU	Europe/Moscow	863033069630348685
34.56861	105.89333	Beidao	CN	Asia/Shanghai	3590433799317662402
37.52487	-77.55777	Bon Air	US	America/New_York	863033069630348511
42.58342	-71.8023	Fitchburg	US	America/New_York	863033069630348115
54.39635	24.04142	Alytus	LT	Europe/Vilnius	8630330696303482113
18.51957	73.85535	Pune	IN	Asia/Kolkata	863033069630348792
-31.25033	-61.4867	Rafaela	AR	America/Argentina/Cordoba	863033069630348446
45.16024	-93.08883	Lino Lakes	US	America/Chicago	8630330696303481065
-22.92306	-53.13722	Loanda	BR	America/Sao_Paulo	8630330696303482113
12.04161	75.35927	Talipparamba	IN	Asia/Kolkata	3590433799317661966
51.168	7.973	Finnentrop	DE	Europe/Berlin	8630330696303481297
50.511002	14.150558	Terezín	CZ	Europe/Prague	8630330696303482097
20.22816	-103.5687	Zacoalco de Torres	MX	America/Mexico_City	8630330696303482089
20.88953	-156.47432	Kahului	US	Pacific/Honolulu	3590433799317661990
-8.73508	24.99798	Kamina	CD	Africa/Lubumbashi	3590433799317661818
15.45144	78.14797	Betamcherla	IN	Asia/Kolkata	3590433799317661784
52.26083	7.00417	Losser	NL	Europe/Amsterdam	8630330696303481289
-28.81833	-52.51028	Soledade	BR	America/Sao_Paulo	3590433799317661594
-36.9256	-73.02841	Chiguayante	CL	America/Santiago	3590433799317661503
19.30157	72.85107	Bhayandar	IN	Asia/Kolkata	8630330696303481446
48.15659	28.28489	Soroca	MD	Europe/Chisinau	359043379931766858
48.77644	2.29026	Sceaux	FR	Europe/Paris	8630330696303481602
60.18427	24.95034	Kallio	FI	Europe/Helsinki	863033069630348677
36.76639	3.47717	Boumerdas	DZ	Africa/Algiers	3590433799317661834
6.8485	3.64633	Shagamu	NG	Africa/Lagos	359043379931766528
48.52961	12.16179	Landshut	DE	Europe/Berlin	359043379931766296
50.06	43.2379	Mikhaylovka	RU	Europe/Volgograd	3590433799317662261
-17.73648	168.31366	Port-Vila	VU	Pacific/Efate	863033069630348248
8.35122	-62.64102	Ciudad Guayana	VE	America/Caracas	3590433799317662048
43.31667	-2.68333	Gernika-Lumo	ES	Europe/Madrid	8630330696303481636
41.09822	120.74792	Nanpiao	CN	Asia/Shanghai	359043379931766825
44.92801	4.8951	Valence	FR	Europe/Paris	863033069630348198
50.50301	13.63617	Most	CZ	Europe/Prague	3590433799317662345
11.50526	77.23826	Sathyamangalam	IN	Asia/Kolkata	359043379931766486
34.06635	-84.67837	Acworth	US	America/New_York	3590433799317661180
45.9836	12.70038	Cordenons	IT	Europe/Rome	863033069630348347
38.45598	48.87498	Astara	AZ	Asia/Baku	8630330696303482113
60.2052	24.6522	Espoo	FI	Europe/Helsinki	359043379931766874
6.95194	121.96361	Recodo	PH	Asia/Manila	863033069630348222
40.64621	-73.97069	Kensington	US	America/New_York	359043379931766734
44.92934	37.99117	Krymsk	RU	Europe/Moscow	3590433799317661149
-29.2975	-51.50361	Carlos Barbosa	BR	America/Sao_Paulo	863033069630348214
13.70167	-89.10944	Ilopango	SV	America/El_Salvador	3590433799317661602
14.95472	120.89694	Baliuag	PH	Asia/Manila	8630330696303481552
39.43534	-84.20299	Lebanon	US	America/New_York	359043379931766254
29.69221	72.54566	Hasilpur	PK	Asia/Karachi	3590433799317661131
-32.05251	115.88782	Willetton	AU	Australia/Perth	3590433799317661008
-17.74431	-48.62789	Caldas Novas	BR	America/Sao_Paulo	359043379931766494
33.4425	129.96972	Karatsu	JP	Asia/Tokyo	8630330696303481578
40.68066	-73.47429	Massapequa	US	America/New_York	863033069630348669
32.5007	-94.74049	Longview	US	America/Chicago	8630330696303481107
41.80753	-87.65644	New City	US	America/Chicago	8630330696303481941
41.55815	-73.0515	Waterbury	US	America/New_York	8630330696303481149
51.82721	107.60627	Ulan-Ude	RU	Asia/Irkutsk	8630330696303482360
36.27462	4.85668	Bordj Zemoura	DZ	Africa/Algiers	3590433799317661636
12.37169	123.62494	Masbate	PH	Asia/Manila	359043379931766122
44.75874	19.21437	Bijeljina	BA	Europe/Sarajevo	359043379931766734
45.9836	12.70038	Cordenons	IT	Europe/Rome	8630330696303482378
40.67705	-73.89125	Cypress Hills	US	America/New_York	8630330696303481412
38.07789	13.44275	Villabate	IT	Europe/Rome	863033069630348313
48.98693	2.44892	Gonesse	FR	Europe/Paris	3590433799317661610
40.98894	28.67582	Yakuplu	TR	Europe/Istanbul	3590433799317661099
33.3213	130.94098	Hita	JP	Asia/Tokyo	863033069630348750
49.03685	8.70745	Bretten	DE	Europe/Berlin	3590433799317661347
54.84444	38.16694	Kashira	RU	Europe/Moscow	8630330696303481693
41.47892	-87.45476	Schererville	US	America/Chicago	359043379931766171
57.47908	-4.22398	Inverness	GB	Europe/London	8630330696303481107
50.5107	18.30056	Strzelce Opolskie	PL	Europe/Warsaw	359043379931766098
0.76755	24.43973	Yangambi	CD	Africa/Lubumbashi	8630330696303482105
33.35283	-111.78903	Gilbert	US	America/Phoenix	863033069630348735
22.88783	84.13864	Jashpurnagar	IN	Asia/Kolkata	863033069630348685
52.66277	-2.01111	Great Wyrley	GB	Europe/London	3590433799317662063
54.90083	38.07083	Stupino	RU	Europe/Moscow	863033069630348800
46.08333	122.08333	Ulanhot	CN	Asia/Shanghai	8630330696303482469
23.15678	-81.24441	Varadero	CU	America/Havana	863033069630348016
39.22493	42.85693	Patnos	TR	Europe/Istanbul	3590433799317661024
-21.44345	-65.71875	Tupiza	BO	America/La_Paz	8630330696303481834
15.46063	99.89166	Thap Than	TH	Asia/Bangkok	8630330696303482261
57.14369	-2.09814	Aberdeen	GB	Europe/London	3590433799317661859
11.84962	-86.19903	Jinotepe	NI	America/Managua	359043379931766924
36.21544	65.93249	Sar-e Pul	AF	Asia/Kabul	8630330696303482477
33.14447	47.3799	Darreh Shahr	IR	Asia/Tehran	863033069630348958
55.82737	-4.0573	Viewpark	GB	Europe/London	8630330696303482410
48.8222	2.12213	Le Chesnay	FR	Europe/Paris	3590433799317661784
-11.94306	-76.70944	Chosica	PE	America/Lima	863033069630348651
41.41204	2.18247	el Camp de l'Arpa del Clot	ES	Europe/Madrid	3590433799317661867
